query_id,query,top_product_ids_nn,relevant_ids,map@10_nn,top_product_names_nn
137,orren ellis shaped desk desks,"[18924, 2513, 17540, 18940, 18992, 20468, 35544, 3180, 31906, 718]","[34026, 18992, 18924, 27460, 9586, 21883, 612, 11107, 20468, 41113, 17540, 15626, 31906, 35544, 20725, 718, 19001, 28628, 29255, 18931, 825, 9498, 42572, 19984, 3996, 5615, 29113, 14130, 14424, 21361, 33707, 18940, 19005, 4874, 22097, 22098, 22099, 36861, 21651, 22911, 22905, 34362, 29551, 29401, 29348, 29350, 29351, 29433, 29432, 29437, 29478, 29477, 33706, 34202, 18205, 73, 75, 72, 74, 9883, 35045, 25090, 2632, 29358, 40336, 34361, 19963, 29347, 35797, 37929, 26886, 42428, 71, 25814, 7768, 7766, 29409, 19454, 17767, 29249]",0.6484920634920635,"['aathyn reversible glass l-shape desk', 'adeleen glass l-shape desk', 'adelyse glass l-shape desk', 'angla glass l-shape desk', 'aadhyasri glass l-shape desk', 'addley glass l-shape desk', 'aleksandras glass l-shape writing desk', 'alevt ? na reversible l-shape desk', 'ajiya reversible l-shape desk', 'alice-louise reversible l-shape desk']"
138,glass doors bath shower tub doors,"[13920, 15734, 15732, 15731, 15726, 15727, 15733, 35938, 37824, 15719]","[10058, 15729, 15728, 35938, 13921, 28486, 15723, 15353, 6753, 15719, 15355, 15725, 15356, 9166, 6750, 15720, 15357, 15721, 15358, 15726, 13918, 12399, 6752, 6751, 15731, 15722, 15733, 13523, 37823, 38792, 37824, 15727, 13920, 13917, 13916, 28487, 37822, 37821, 15734, 15724, 13524, 13525, 599, 15732, 2498, 600, 15718, 10061, 10057, 10068, 10060, 10059, 10056, 10055, 37918, 3223, 37549, 10050, 34162, 34163, 34160, 34161, 37892, 37906, 37912, 37895, 37905, 37911, 37907, 37898, 37897, 10063, 10064, 37921, 37922, 34159, 10062, 21472, 22167, 22193, 22155, 22156, 22214, 22166, 15739, 15738, 10069, 15737, 15736, 15735, 38178, 38177, 25299, 6894, 6892, 6893, 6895, 3222, 3224, 10051, 10054, 37540, 37543, 37548, 37547, 37542, 37545, 37538, 37539, 37537, 37544, 37541, 37536, 37546, 598, 22209, 22224, 22206, 22205, 10073, 37915, 10065, 10049, 10067, 37894, 37910, 37923, 10071, 21473, 37914, 10048, 37909, 3225, 38212, 1670, 10052, 10053, 10047, 10070, 37893, 38781, 37920]",1.0,"[""57.25 '' x 80 '' hinged frameless shower door"", ""60 '' w x 78 '' h single sliding frameless shower door"", ""68 '' w single sliding frameless shower door"", ""48 '' w x 78 '' h single sliding frameless shower door"", ""44 '' - 48 '' x 78 '' h single sliding frameless shower door"", ""56 '' - 60 '' x 60 '' single sliding frameless tub door"", ""52 '' - 56 '' w x 78 '' h single sliding frameless tub door"", '30 semi-frameless bi-fold shower clear glass door , chrome', ""56 '' - 60 '' w x 76 '' h door opening frameless shower door"", ""36.5 '' x 78 '' frameless fixed glass panel""]"
139,auburn throw pillows accent pillows,"[22529, 1353, 28726, 25315, 21649, 9053, 9055, 9048, 9047, 9050]",[],0.0,"['peacock embroidered cotton throw pillow', 'pinto square cotton floral throw pillow', 'kristy square velvet pillow cover & insert', 'cicely throw pillow', 'erion outdoor square pillow insert', 'blue throw pillow', 'fir throw pillow', 'orange throw pillow', 'nice throw pillow', 'home throw pillow']"
140,wire basket dividers boxes bins baskets buckets,"[5627, 42716, 5633, 5626, 40917, 3098, 33364, 27615, 5632, 40914]","[34579, 6663, 6671]",0.0,"['gisla greige hamper laundry basket', 'leonard tufted upholstered platform bed', 'hamper laundry towel basket without cover', 'cino hamper laundry basket', 'dishman solid wood standard bed', 'aquilla tufted upholstered platform bed', 'goodrich velvet upholstered standard bed', 'slim laundry hamper', 'rolling hamper round laundry basket', 'dilorenzo solid wood standard bed']"
141,podium locking cabinet lecterns,"[4815, 1614, 8503, 7447, 13057, 7594, 8490, 8456, 29109, 32351]","[33056, 29876, 13661]",0.0,"[""ezriah 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""bulwell 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""harbuck 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""24 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""maselli 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""tyann 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""mclachlan 23.5 '' w x 31.5 '' h x 11.75 '' d free-standing bathroom cabinet"", ""banjeet 23.5 '' w x 31.5 '' h x 12 '' d free-standing bathroom cabinet"", ""aydin 11 '' w x 32 '' h x 13.5 '' d free-standing bathroom cabinet""]"
142,kitchen wooden stand specialty serving,"[2748, 20899, 4964, 7300, 4963, 24380, 15219, 14732, 30934, 2689]","[41066, 19280, 2494, 9253, 33987]",0.0,"['collette kitchen island', 'christelle premium material block coffee table', 'amalie wooden kitchen cart with metal', 'hoglund kitchen cart with wood top', 'grover wooden kitchen cart with metal', 'lipe solid wood coffee table', 'summerhouse by barclay butera comforter set', 'kitchen cart solid wood', 'nathalia kitchen cart with manufactured wood top', 'wimborne 3 piece kitchen island set']"
143,queen wingback chair accent chairs,"[22537, 6394, 8803, 14625, 1117, 8802, 29612, 6496, 562, 4754]","[14165, 25536, 17096]",0.0,"[""dallin 28 '' wide velvet armchair"", ""pearson 28 '' wide tufted velvet armchair"", ""cockerham 30.5 '' wide velvet armchair"", ""yorba 31.5 '' wide tufted velvet armchair"", ""carlene 32 '' wide velvet armchair"", ""coble 29 '' wide velvet armchair"", ""35.5 '' wide velvet armchair"", ""alanya 28 '' wide wingback chair"", ""hamburg 35.25 '' wide polyester armchair"", ""cilegon 29 '' wide velvet wingback chair""]"
144,rug plum area rugs,"[7742, 8533, 14402, 83, 84, 85, 82, 16501, 4861, 778]","[15555, 22659, 23114, 2134, 2135, 21839, 5201, 21658, 29822, 36808, 2662, 15562, 15464, 37576, 40103, 8127, 31450, 38964, 1505, 27593, 4662, 32487, 14286, 26389, 4694, 10079, 10080, 11924, 23111, 7222, 16683, 20099, 2534, 28168, 9130, 15521, 36799, 15554, 30150, 12262, 31029, 265, 19650, 15544, 18435, 18447, 22906, 23118, 36807, 36804, 4440, 28441, 269, 274, 275, 27015, 24296, 5206, 268, 40121, 39652, 18436, 7870, 9133, 32594, 9129, 37588, 11921, 20559, 12263, 18936, 276, 264, 273, 18438, 9112, 11632, 36806, 34801, 9125, 9124, 9126, 9123, 16956, 22947, 3376, 270, 9134, 569, 575, 32330, 18625, 267, 3409, 7195, 266, 18439, 272, 271, 36803, 20098, 10262, 8599, 2613, 11916, 11930, 38265, 19653, 19652, 36802, 36801, 36800, 16494, 4596, 26694, 36798]",0.0,"['arteaga ombre flatweave cotton teal rug', 'modern striped hand knotted beige/blue area rug', 'elsie geometric hand knotted gray area rug', 'octagon senoia ombre braided cotton beige area rug', 'roswell ombre braided cotton black area rug', 'octagon putney ombre braided cotton burgundy area rug', 'traci ombre braided cotton aqua area rug', 'rugsotic carpets hand-knotted silk blue area rug', 'samaniego abstract handwoven flatweave cotton multi-color area rug', 'georgina hand-braided multi-color area rug']"
145,liberty hardware francisco cabinet drawer pulls,"[24817, 17450, 17451, 17452, 23431, 23432, 23430, 23416, 23422, 23423]","[23434, 23435, 23428, 23417, 23365, 23430, 23432, 23366, 23406, 23395, 23436, 23355, 23440, 23381, 23378, 23376, 23375, 23357, 24820, 23387, 23411, 23385, 13965, 23368, 23371, 23401, 23400, 23425, 23427, 23402, 23422, 23424]",0.07857142857142856,"[""3 '' center to center appliance pull"", ""euro 3 3/4 '' center to center bar pull"", ""euro 3 3/4 '' center bar pull multipack"", ""euro 3 '' center bar pull multipack"", ""beveled 3 3/4 '' center to center bar pull"", ""beveled 5 '' center to center bar pull"", ""beveled 3 '' center to center bar pull"", ""3 3/4 '' center to center bar pull"", ""opulent 3 '' center to center bar pull"", ""opulent 3 3/4 '' center to center bar pull""]"
146,laundry vanity cabinet vanity bases,"[29366, 29367, 10268, 29313, 29314, 29312, 36434, 25172, 29311, 1665]","[19607, 19604, 35414, 14591]",0.0,"[""phoebe handles drilling floor mount 38 '' single right bathroom vanity set"", ""phoebe modern handles drilling floor mount 38 '' single bathroom vanity set"", 'collapsible waterproof folding laundry hamper', ""phoebe drilling wall mount 38 '' rectangular single bathroom vanity set with handles"", ""phoebe chrome handles drilling floor mount 62 '' double bathroom vanity set"", ""phoebe drilling wall mount 38 '' single bathroom vanity set with handles"", ""derrisha 16.1 '' single bathroom vanity set"", 'laundry hamper with wheels', ""phoebe drilling wall mount 24 '' single bathroom vanity set with handles"", ""36 '' single modern bathroom vanity set""]"
147,drum picture wall art,"[41794, 11476, 13471, 13462, 3606, 13535, 12198, 41792, 41793, 7922]","[12093, 6243, 11793, 15777, 29890, 6742, 6741, 12186, 37178, 12159, 41089, 13874]",0.0,"['world map - wrapped canvas graphic art print', 'black paint stain - wrapped canvas graphic art print', 'black and white view of paris eiffel tower cityscape photographic print on wrapped canvas', 'paris eiffel tower paris postcard design 5 piece wall art on wrapped canvas set', 'the gold pineapple - picture frame graphic art print on wood', 'pottery framed graphic art print on canvas', 'madallions map - wrapped canvas graphic art print', 'long legged avocet - picture frame print on canvas', 'long legged avocet - picture frame print on canvas', 'picture framed print on wood']"
148,industrial wall accent mirrors,"[34305, 24154, 24155, 24240, 17884, 41438, 17547, 7735, 1038, 24157]","[11299, 28766, 41438, 19002, 34680, 15837, 41433, 14645, 41713, 3074, 2172, 11142, 16958, 23653, 15846, 34476, 34949, 11302, 8293, 7955, 41760, 41758, 16824, 4293, 24177, 14525, 22499, 39647, 9744, 34301, 32636, 38141, 24154, 27380, 34290, 39681, 27949, 34094, 32497, 14658, 8479, 8731, 12229, 39934, 27381, 11553, 35131, 33177, 34266, 34268, 37935, 23410, 34687, 31745, 38940, 7276, 17041, 11506, 38607, 42174, 42235, 7651, 38360, 7652, 27219, 27220, 7114, 17156, 38348, 38352, 36650, 34934, 1305, 39704, 36625, 25213, 34280, 32296, 3757, 35517, 19125, 36649, 20819, 3437, 31985, 36647, 17615, 37187, 39645, 34679, 38389, 1450, 5128, 8303, 3438, 22469, 28206, 18733, 24169, 24059, 8700, 3103, 14201, 14202, 14203, 36096, 8958, 36206, 39678, 17801, 29520, 29529, 36215, 34397, 34264, 32918, 14515, 39646, 39825, 39649, 19078, 4518, 41173, 32837, 41935, 16969, 14735, 14734, 9943, 33094, 33093, 33798, 38604, 23408, 25093, 17884, 4605, 2242, 16830, 31060, 41516, 14379, 24770, 4129, 24139, 3118, 3117, 34234, 19128, 14642, 14617, 39213, 24189, 6343, 36148, 14783, 2181, 24155, 19682, 37606, 2183, 29088, 39094, 4923, 20685, 14733, 5395, 34305, 34402, 28686, 19782, 641, 23945, 39941, 24165, 9826, 22157, 5396, 7658, 34395, 17148, 39939, 444, 24164, 17798, 34274, 5397, 24166, 36147, 39935, 39642, 22759, 19074, 11324]",0.46333333333333326,"['croll industrial dining table', 'chambord industrial dining table', 'prange industrial solid wood dining table', 'nesbit dining table', 'ranallo 3-tier rustic industrial wood and metal etagere bookcase', '5-tier industrial bookcase with rustic wood and metal frame', 'jomo genuine leather conference chair', 'encinas dining table', ""almada 54.75 '' h x 35.5 '' w metal etagere bookcase"", 'ambrose drift dining table']"
149,mid century modern dressers chests,"[21922, 21926, 37559, 21925, 21923, 21924, 16678, 16687, 6000, 16668]","[37322, 42460, 15683, 15682, 23824, 23023, 379, 3257, 5341, 22531, 376, 16732, 28810, 28812, 22483, 8338, 41726, 16744, 11635, 373, 14619, 41732, 4289, 16668, 41739, 14592, 1441, 26450, 26449, 26445, 8403, 41743, 41750, 41751, 41752, 8343, 41757, 11821, 16718, 5640, 20577, 11639, 20691, 20692, 22506, 26451, 19666, 23893, 358, 15835, 11822, 27029, 16752, 41742, 23802, 1809, 38555, 5315, 14637, 29865, 29863, 29864, 23792, 39786, 16687, 16670, 16675, 23878, 19833, 14297, 8325, 17610, 14706, 14692, 5639, 6108, 22103, 41749, 39777, 16729, 14555, 14605, 40862, 11761, 14556, 21856, 6267, 27572, 21855, 12152, 32106, 39320, 41727, 374, 25653, 25688, 27043, 1598, 14601, 26452, 30846, 4337, 23782, 37553, 40985, 4306, 12486, 22482, 41753, 41754, 6774, 6772, 6773, 6775, 41748, 6389, 16754, 26977, 6356, 41802, 41801, 41803, 41804, 37022, 41735, 8334, 37188, 35800, 23551, 11492, 17294, 26446, 14106, 40824, 14830, 41782, 16698, 23910, 14675, 14829, 14823, 26189, 16678, 8341, 22509, 7851, 14595, 8321, 20748, 6000, 16719, 8389, 8390, 17649, 17648]",0.11261904761904762,"[""bouwhuis 20.5 '' wide tufted linen armchair"", ""bouwhuis 26.4 '' wide tufted linen armchair"", 'bibler upholstered side chair', ""bouwhuis 23.7 '' wide tufted linen armchair"", ""bouwhuis 21.65 '' wide tufted linen armchair"", ""tuule 19.7 '' wide tufted linen swivel armchair"", 'yeary mid-century modern rectangular dining table', 'laurens mid-century modern upholstered side chair', 'doolin mid-century upholstered dining chair', 'brighton mid-century modern upholstered dining chair']"
150,dumbbells free weights,"[39617, 11210, 919, 4058, 32720, 32168, 15824, 40871, 959, 11326]","[4767, 41386, 12493, 22749, 41387, 4058, 42292, 19006, 27386, 27387, 12046, 15662, 14205, 32254, 15661, 14206, 14209, 14210, 14208, 14211, 14207]",0.025,"['laya drum coffee table', '2 piece metal figurine set', 'dunellen farmhouse rooster 2 piece figurine set', 'adjustable dumbbell pair , dumbbell combination environmental dumbbell barbell', 'drumack coffee table', 'plainfield coastal inspired lighthouse stained 2 piece sculpture set', ""tiarra 3 - light 12.6 '' semi flush mount"", 'lanita solid coffee table', 'bruck 2 piece metal mini decor iron sculpture set', 'wetumka french chef statue']"
151,leather chair accent chairs,"[27689, 41270, 27693, 24173, 39962, 34983, 20852, 27686, 41306, 1230]","[34543, 30108, 34545, 33627, 14579, 28939, 1345, 18590, 8971, 40478, 33631, 18089, 9282, 30613, 36220, 34103, 17133, 15537, 8263, 584, 20858, 289, 17775, 5809, 28380, 23003, 29821, 11054, 14104, 1343, 33635, 18093, 24775, 4752, 25892, 36137, 28675, 354, 355, 35364, 35365, 3279, 31529, 29084, 8840, 22575, 13232, 364, 368, 41340, 42234, 37930, 25887, 13826, 32119, 41241, 39661, 22900, 34872, 2443, 41270, 37816, 41275, 11470, 41276, 6956, 22344, 42236, 20794, 40535, 4782, 37041, 2867, 33679, 13213, 19671, 34253, 5098, 14814, 1687, 366, 31669, 28864, 8903, 11642, 12244, 35304, 31607, 7859, 30109, 23337, 373, 22923, 28235, 8841, 41165, 38825, 31691, 31564, 6396, 39580, 23335, 22936, 22287, 474, 39962, 39847, 1715, 7783, 22010, 8118, 14105, 8380, 21446, 29512, 19468, 37265, 6355, 29459, 14851, 14850, 24970, 37843, 13929, 36064, 359, 22960, 15460, 34299, 15595, 31259, 34132, 34131, 637, 24383, 29978, 30099, 746, 33678, 22574, 40164, 16725, 12987, 4753, 9309, 25728, 11195, 6459, 14047, 24172, 20516, 40509, 31295, 14755, 37484, 6786, 24173, 12120, 31592, 13249, 29637, 1914, 1272, 8388, 27690, 27417, 13833, 5648, 12383, 42158, 22868, 40170, 7726, 33674, 39949, 34391, 2482, 12107, 38296, 37691, 37290, 19092, 31139, 24158, 16466, 18477, 31140, 25876, 23181, 5307, 42150, 37927, 14394, 29995, 1253, 42149, 41353, 22661, 10804, 26337, 17234, 29580, 40624, 26192, 7156, 17888, 35769, 22451, 42155, 378, 1230, 7444, 38852, 2419, 42156, 42157, 31386, 32666, 42146, 26153, 36135, 42747, 27601, 1144, 29631, 28910, 41306, 28195, 4352, 6402, 29395, 29629, 34312, 2883, 34952, 6395, 17088, 35354, 35341, 34403, 37941, 24463, 16689, 1331, 18163, 39920, 16550, 22362, 16752, 40039, 39651, 18062, 25844, 33980, 26963, 34241, 19268, 2265, 16030, 23024, 35369, 42392, 30110, 24973, 31116, 23863, 5308, 19742, 40779, 20534, 6022, 42344, 38692, 28531, 37320, 3097, 4348, 23966, 37306, 603, 2651, 27057, 28481, 30103, 8095, 8094, 8096, 14714, 38663, 483, 18916, 18091, 18092, 42339, 30418, 33979, 29550, 34398, 33981, 28662, 19674, 1254, 37462, 31686, 382, 7352, 42395, 27686, 42360, 14747, 32211, 352, 3877, 37024, 23800, 34408, 42152, 3879, 6400, 375, 14870, 42154, 8385, 1951, 33585, 33710, 26521, 8384, 29383, 10819, 40040, 42148, 13212, 35436, 40041, 42153, 31901, 3819, 35342, 39940, 2666, 42151, 38081, 37946, 29445, 5177, 25356, 8526, 362, 23774, 29492, 28201, 38270, 38306, 29495, 26978, 16845, 31003, 14845, 1073, 33721, 18581, 38274, 29489, 23530, 11247, 23529, 29630, 10800, 15476, 29079, 10044, 29874, 16083, 4745, 32124, 40781, 21447, 6886, 22363, 9299, 13928, 7982, 29635, 37277, 2544, 29368, 6865, 23012, 30572, 41331, 20852, 17196, 3577, 12980, 16722, 37817, 24151, 34873, 4780, 11255, 23624, 41268, 6401, 37294, 3092, 14432, 34287, 41172, 19029, 7762, 15526, 401, 28202, 29643, 16032, 19977, 16192, 6458, 37820, 38062, 3575, 7722, 24156, 40668, 32123, 40671, 35338, 40780, 31014, 23811, 39560, 39561, 15443, 23779, 23806, 36211, 8970, 31378, 34091, 34092, 36081, 7158, 34273, 28859, 39212, 39662, 363, 28200, 38847, 23979, 37330, 37307, 28539, 42147, 35379, 1449, 18580, 24899, 8902, 4043, 14483, 7479, 9315, 308, 20470, 18576, 18583, 18584, 20949, 19004, 28219, 2959, 3164, 19990, 8374, 41401, 34138, 29223, 1446, 22885, 30649, 2277, 17763, 33258, 19070, 8130, 12215, 28911, 27020, 42401, 6965, 3091, 31431, 6627, 5495, 29994, 29565, 13230, 1255, 25425, 11243, 15429, 26071, 4330, 32801, 30377, 16463, 3431, 21943, 37788, 5163, 1498, 6764, 31054, 29132, 30316, 17826, 34980, 36133, 19968, 33075, 30370, 12409, 16458, 42237, 36174, 42040, 22557, 29130, 38680, 29483, 40611, 29126, 31274, 8967, 29128, 16295, 19642, 33019, 39009, 19003, 26480, 32055, 24147, 38686, 33285, 33506, 30178, 30327, 19880, 1535, 20051, 22967, 25433, 38916, 25431, 27443, 26049, 5617, 26050, 30636, 12990, 29622, 7354, 34987, 13017, 30101, 17120, 4182, 39372, 28260, 2885, 28961, 17353, 736, 14564, 18591, 26256, 36087, 32274, 25132, 42928, 22958, 16245, 39767, 9489, 40064, 17383, 16460, 28962, 42293, 41163, 25898, 28929, 27036, 27542, 18990, 34696, 1273, 33478, 33256, 7466, 5125, 29744, 18610, 37471, 42162, 39461, 7467, 24176, 7729, 35378, 7718, 975, 16031, 11655, 17740, 23874, 42927, 24880, 36051, 37380, 37154, 16461, 10738, 31535, 31530, 8994, 40386]",0.4163095238095238,"[""nicola 32.5 '' wide top grain leather armchair"", ""almaraz 33.7 '' wide leather match armchair"", ""brower 27 '' wide top grain leather armchair"", ""dann 29 '' wide tufted top grain leather armchair"", ""brower 27 '' wide top grain leather armchair"", ""langsett 30 '' wide armchair"", ""roudebush 23.6 '' wide genuine leather armchair"", ""maley 24.5 '' wide top grain leather armchair"", ""hartsell 33 '' wide armchair"", 'faux leather armchair']"
152,wishbone chair dining chairs,"[24759, 20815, 8627, 22838, 5994, 29233, 24681, 33723, 5573, 17639]","[30654, 5163, 14414, 17645, 2770, 12194, 17647, 5573, 14521, 4196, 5574, 18478, 35721, 18479, 21593, 6404, 17639, 15579, 17646, 5166, 11630, 20815, 5164, 22364, 37312, 1453, 41475, 42240, 14832, 254, 5165, 12193, 18730, 5143, 9315, 37126, 4063, 29389, 14358, 29759, 2352, 19881, 40358, 42808, 1516, 11248]",0.10222222222222221,"['queen anne back side chair in white', 'merete side chair in brown', 'wangara upholstered parsons chair in gray', 'nathalie solid wood queen anne back side chair in stone grey', 'imogen upholstered side chair in gray', 'alannah queen anne back side chair in oak', 'carolyn upholstered slat back side chair in light brown', 'side chair', 'burchfield solid wood side chair in black', 'kirwan side chair in gray']"
153,bohemian area rugs,"[10867, 41873, 10866, 41888, 41874, 10864, 10865, 10883, 3885, 41891]","[14721, 34464, 14628, 17845, 10271, 26918, 36426, 41883, 37328, 35018, 11966, 10894, 26637, 17862, 27828, 15746, 41886, 27333, 41809, 26904, 21021, 4848, 7842, 17512, 11838, 13507, 10867, 30367, 10861, 32061, 10859, 10886, 10866, 27504, 27848, 12080, 7023, 4856, 10914, 11891, 41855, 33412, 41862, 20113, 34932, 8300, 41863, 41882, 16488, 26102, 41860, 5214, 21409, 40620, 25468, 11910, 41888, 9860, 9859, 2319, 2318, 10911, 10882, 10883, 23113, 39623, 11941, 25471, 12481, 6558, 41868, 7822, 37319, 40699, 23996, 40076, 26934, 40698, 27821, 279, 4114, 42985, 41858, 4133, 26185, 17437, 29204, 26964, 2555, 17863, 35017, 35016, 21407, 24831, 24833, 24828, 24832, 24834, 24829, 24830, 24835, 27813, 41799, 4137, 4138, 16513, 26202, 26197, 41812, 41813, 41810, 41814, 41811, 8928, 41887, 31020, 34936, 6560, 6559, 41807, 41808, 41806, 41805, 41872, 26836, 13603, 41880, 30982, 41864, 4180, 28903, 28904, 10893, 10863, 20110, 35260, 28756, 27335, 11830, 30015, 20973, 20975, 26171, 17513, 20111]",0.29166666666666663,"['bohemian distressed geometric cream area rug', 'christmas oriental gray area rug', 'bohemian oriental blue/yellow/red area rug', 'coronita bohemian blue area rug', 'christmas oriental area rug', 'kassia power loom yellow/blue/red area rug', 'splash contemporary power loom blue/yellow/red rug', 'dominik power loom gray/yellow rug', 'coelia ombre gray area rug', 'sorrels floral blue area rug']"
155,floating bed beds,"[32136, 36480, 25986, 39888, 26027, 40236, 2098, 15106, 27792, 8817]","[5892, 35145, 35692, 5893, 26737, 40381, 7100, 4738]",0.0,"['clarendon reversible comforter set', 'collection 1 drawer nightstand', 'mailiah platform bed', 'bitter creek reversible comforter set', 'hoskinson low profile platform bed', ""hudson 4 '' x 12 '' ceramic subway tile"", 'full size platform bed with adjustable trundle , white', ""motif 4 '' x 12 '' beveled ceramic patterned tile"", 'akosua twin platform bed', 'jehova 6 drawer chest']"
156,papasan chair frame accent chairs,"[33531, 3837, 22530, 19556, 41172, 2323, 30103, 35793, 5481, 1151]","[4008, 38255, 11061, 26088, 20905, 13934, 12522, 30443, 13796, 34214, 32574, 12523, 6872, 31730, 37565, 38287, 38286, 18519, 23900]",0.0,"[""ervey 40 '' wide tufted armchair"", ""galaz 28 '' wide polyester wingback chair"", ""didonato 28.1 '' wide tufted velvet armchair"", ""lawler 26.37 '' wide velvet barrel chair"", ""silloth 36.25 '' wide armchair"", ""haylie 26 '' wide armchair"", ""lehmann 29 '' wide tufted armchair"", ""bowie 20.86 '' wide polyester armchair"", ""hofstetter 28.5 '' wide armchair"", ""hyram 28 '' wide wool armchair""]"
157,velvet chaise indoor chaise lounges,"[10787, 40468, 7867, 7860, 41277, 41781, 25549, 14676, 64, 14759]","[22008, 7856, 18665, 19423, 31687, 381, 6515, 6392, 25733, 13747, 37949, 25577, 35445, 38945, 13748, 14676, 36313, 38927, 39907, 40574, 6952, 13651, 1690, 15459, 4016, 24504, 23866, 25568, 40626, 41466, 29364, 18306, 22057, 659, 25043, 13427, 16590, 19560, 41465, 37121, 37122, 40468, 14759, 10703, 15540, 10787, 39915, 41251, 9909, 39565, 27756]",0.27749999999999997,"['elliston tufted two arm chaise lounge', 'tryphena chaise lounge', 'villagomez chaise lounge', 'longfellow chaise lounge', 'iancarlo chesterfield chaise lounge', 'robicheaux glam and luxe chaise lounge', 'andrews chaise lounge', 'hankins tufted rolled arms chaise lounge', 'julia chaise lounge', 'tufted two arm chaise lounge']"
158,led nightstand nightstands,"[16196, 20029, 27872, 27873, 41758, 32203, 27878, 25699, 5373, 19371]","[20048, 20052, 20046, 27872, 27874, 27875, 27876, 27877, 27879, 27881, 20049, 29261, 3733, 613, 27880, 13629, 27873, 29464, 42555, 28273, 3218, 29379, 16196, 32203, 29259, 29465, 28272, 40957, 21724, 20029, 20030, 27878, 16646, 13630, 20047, 17651, 20034, 20050, 29530, 20031, 29397, 342, 21569, 5657]",0.569047619047619,"['cota 1 drawer nightstand in blue', 'malvern 2 - drawer nightstand', 'abbotstown 2 - drawer nightstand', 'bernadetta 2 - drawer nightstand', 'bohn french industrial silver metal 3-drawer nightstand', 'creger 2 drawer nightstand', 'marlotta 2 - drawer nightstand', 'guilford 1 - drawer nightstand', 'ophir contemporary 2 drawer nightstand', '2 - drawer nightstand in light brown']"
159,meditation decorative objects,"[21270, 19408, 19384, 410, 434, 19386, 426, 19385, 36636, 1347]","[33025, 28496, 11985, 19408, 10274, 11706, 11720, 39609, 14113, 11721, 13486, 33227, 19392, 25479, 28490, 19406, 421, 434, 28500, 11727, 11744, 33160, 25298, 4989, 33026, 40002, 16776, 42616, 12910, 9244, 36547, 14024, 14027, 14032, 3765, 13438, 17774, 19384, 19385, 19386, 32400, 6141, 24430, 36652, 14075, 25482, 30211, 21353, 13499, 10558, 28508, 28408, 13952, 37704, 14038, 19397, 5364, 4844, 36555, 14033, 17910, 39488, 7707, 7702, 34798, 26392, 25314, 30365, 36636, 20035, 40009, 19409, 1358, 11723, 11725, 14114, 10451, 39628, 286, 36536, 834, 5849, 11713, 37435, 11709, 32717, 14502, 3755, 17961, 13449, 33230, 2229, 36535]",0.37249999999999994,"['twinkling light gnome garden statue', 'ariaya meditating buddha garden statue', 'hodslavice meditating garden statue', 'candia metal peacock statue', 'donellan outdoor meditating buddha statue', 'hossain meditating garden statue', 'girl and boy reading statue', 'holoman meditating garden statue', 'medium meditative buddha of the grand temple garden statue', 'rocky garden gnome statue']"
